u,g,r,i,z,redshift,class
21.45048,20.56644,20.1008,19.78999,19.54802,0.1382289,0
23.2248,22.49722,21.00918,19.76197,19.16341,0.5688354,0
24.57417,19.20476,17.68177,17.05075,16.59717,0.2369668,0
22.42486,20.42419,18.77121,18.18763,17.87033,0.2829377,0
22.07726,21.22651,21.41679,21.24487,21.34306,2.310131,1
20.19866,19.86882,19.91783,19.81263,19.58211,0.6585775,1
20.57254,18.62363,17.58134,17.10126,16.80956,0.1193345,0
19.34629,17.65957,16.77085,16.35426,16.05334,0.07839501,0
23.56349,21.92345,21.06359,20.05958,19.93543,0.6075194,0
21.5899,19.42714,18.50278,18.1587,17.93505,-1.172031e-05,2
23.2868,22.12867,20.38779,19.59986,19.1178,0.5067954,0
19.05818,18.61592,18.55149,18.79715,18.67326,0.7260943,1
17.73818,16.91551,16.62435,16.52587,16.51668,-0.0003497355,2
23.81395,23.50083,21.74674,20.55234,19.86508,0.7546986,0
22.47083,21.28639,20.33412,19.97832,19.47729,0.8212204,1
22.28861,21.64195,21.24913,21.2225,21.1112,-0.0002007367,2
22.1233,21.48435,19.98825,19.15624,18.64151,0.592337,0
21.43233,21.47532,21.28189,20.71314,20.67085,1.84616,1
21.08411,20.73561,20.43955,20.3274,20.211,0.9854348,1
22.15858,21.85111,21.90219,21.57071,22.48817,1.726525,1
22.44382,23.23115,22.06767,20.88394,19.91209,1.175854,0
22.83047,22.387,22.35038,22.05487,22.46294,1.965685,1
21.29549,21.27069,21.12347,21.01271,20.72072,1.790223,1
21.56507,21.45145,21.0967,20.99344,21.19122,1.301312,1
21.15156,20.31031,20.1366,20.0636,20.02787,-0.0005779479,2
21.56267,19.3414,18.07867,17.68377,17.23991,0.1648451,0
22.64799,20.25135,18.80356,17.6034,16.92646,6.431703e-05,2
22.93598,20.75833,19.41228,18.82199,18.48135,-0.0001544252,2
20.6192,19.13083,18.51385,18.2593,18.18033,-0.00032597,2
21.70569,20.37807,19.86618,19.71601,19.6933,-0.0002975824,2
18.72959,17.42351,16.90062,16.68454,16.5939,-0.0009388649,2
24.15938,22.7224,20.88396,19.67702,18.96998,0.5925967,0
21.37368,21.83217,20.53732,18.85926,18.28493,0.6962538,0
19.23612,18.2372,17.91231,17.79823,17.76473,-0.0008590161,2
21.90985,21.71768,21.35196,21.18729,20.40723,0.8158809,1
20.10994,18.34651,17.49537,17.12516,16.94694,-5.591187e-05,2
16.95374,16.0476,15.80403,15.7253,15.72721,-0.000874161,2
22.87444,20.34222,20.62401,19.41276,18.75714,-0.0001923916,2
22.2362,21.27156,19.58004,18.82146,18.36012,0.4525264,0
20.35694,18.02721,16.92509,16.43734,16.06305,0.1210276,0
20.33442,19.8461,19.39176,18.47552,17.73879,-3.541559e-05,2
18.85421,16.65033,15.75618,15.48449,15.34318,-0.0001293959,2
22.69995,20.76055,19.31694,17.95907,17.2228,9.361759e-05,2
23.24141,22.11076,21.95253,22.023,21.92443,2.939589,1
21.75957,21.60415,21.6719,21.35582,21.3998,1.757573,1
25.69348,23.23538,21.71573,20.41922,19.6258,-0.0001243891,2
23.9361,22.24342,22.10226,21.85952,21.3294,2.467184,1
21.51145,20.23323,19.93725,19.87599,19.9517,-0.0001999583,2
21.94608,21.75378,21.49373,21.33046,20.82131,0.8283389,1
23.09422,21.87831,21.74367,21.49062,21.30885,1.246186,1
21.21696,18.45889,17.31826,16.89622,16.66818,5.434905e-05,2
22.08357,23.09435,20.98126,19.67652,19.28496,0.69665,0
21.19567,19.83639,19.219,18.98194,18.86117,1.078493,1
22.60776,21.55846,21.48856,21.17737,20.77056,2.241975,1
21.94971,21.33503,21.11975,21.0953,21.28325,0.3170568,1
21.09359,18.70154,17.48962,16.97145,16.71059,-0.0002721891,2
20.52643,19.91655,19.78956,19.71549,19.52388,2.651439,1
23.13824,21.41089,19.87418,18.57023,17.8811,7.694215e-05,2
21.17257,20.85019,20.51899,20.37186,20.41598,1.42388,1
19.98486,19.85604,19.69635,19.69804,19.82558,1.278703,1
21.37661,20.07661,19.41163,19.25989,19.01677,0.0002939113,2
21.68252,20.75104,20.50896,20.39138,20.61161,-0.0005642786,2
21.37376,20.80187,20.84925,21.13449,20.34689,0.7936153,1
21.18084,19.8294,18.94793,18.6247,18.30227,0.2561233,0
19.32558,19.08316,18.92053,18.68271,18.61917,1.643877,1
26.96515,21.30724,20.62507,20.41389,20.3299,-0.0007061939,2
23.0195,21.34089,19.84981,18.8878,18.31877,-0.00012743,2
20.44296,18.4407,17.38084,16.94913,16.58041,0.1292232,0
21.13565,19.72823,19.2249,19.02143,18.99331,0.0001313088,2
19.99245,19.83052,19.64222,19.38795,19.42604,-8.988006e-05,2
25.94944,20.33292,18.74011,18.09699,17.61644,0.286795,0
20.44238,19.01989,18.4393,18.19874,18.08649,0.0001938449,2
19.78284,19.57187,19.3873,19.19706,18.93764,0.942977,1
22.0381,19.55084,17.79717,17.19697,16.83571,0.3377697,0
21.6415,19.61888,18.15306,17.60279,17.26163,0.2627763,0
25.59089,21.88538,20.14248,19.33161,18.89661,0.4640715,0
23.77519,22.93142,22.16929,21.39683,20.92806,0.7887474,1
25.41245,17.54198,16.9384,16.60553,16.48149,0.01515639,0
24.01196,22.60848,20.87895,19.80319,19.21526,0.5680307,0
20.04114,20.03801,20.03501,19.89151,19.70027,2.061787,1
21.07625,21.32464,21.25313,21.06549,21.33542,1.357647,1
25.76582,23.41887,21.87193,20.4598,19.77101,0.7407457,0
21.8694,21.61949,21.35777,21.27001,21.6249,0.9527459,1
20.62857,18.79157,17.62391,17.14811,16.7937,0.1595171,0
23.02003,21.90239,21.712,21.54276,20.96635,0.0003111479,2
23.78891,21.78185,21.58441,21.58524,20.97618,6.314433,1
20.99096,20.16025,19.92086,19.81636,19.51821,9.067284e-05,2
22.00098,20.85157,20.27656,19.78708,19.49183,0.1534112,0
23.44634,22.01557,21.68203,21.37325,20.76105,2.08535,1
19.53981,17.75296,17.06455,16.82288,16.6944,-0.0002435335,2
22.21827,22.35166,21.64095,21.57686,21.05819,1.522958,1
19.7715,18.783,18.40605,18.23786,18.20288,-0.0009564682,2
19.7601,18.87258,18.45462,18.1305,18.14886,0.117502,0
18.55753,17.40819,16.80799,16.39926,16.18518,0.08315717,0
20.6989,20.28103,19.78392,19.80479,19.54978,2.348136,1
20.0623,19.91037,19.39737,19.36785,19.35576,1.144723,1
21.28616,21.28923,21.152,20.66507,21.19105,1.63014,1
19.18606,17.27526,16.27286,15.80546,15.4243,0.09261674,0
19.44375,18.0552,17.46523,17.24676,17.15001,-0.0001943461,2
20.45308,18.43848,17.32857,16.80391,16.42653,0.1740427,0
18.78476,17.27218,16.72472,16.54767,16.50664,6.009402e-05,2
21.26093,20.262,20.04078,19.92271,20.09052,-0.0006471534,2
22.25529,21.45626,21.34452,21.37126,21.64624,-0.0006478205,2
21.56409,20.48972,20.20498,20.11444,20.05982,-0.0003186828,2
22.9364,21.07135,20.27695,20.05084,20.2453,0.01497863,1
23.99398,21.7813,19.94377,19.04574,18.63362,0.4448522,0
21.39165,19.2305,17.87231,16.86456,16.31424,-5.217838e-05,2
19.17329,17.31976,16.28291,15.76254,15.43552,-6.541352e-05,2
21.58975,20.91299,19.87491,19.14021,18.69876,0.5521622,0
22.9703,21.43359,20.64714,20.26897,19.98805,6.073107e-05,2
20.57087,19.92451,19.80447,19.80048,19.72779,2.365151,1
21.29531,18.44078,17.17867,16.6988,16.43165,-3.48129e-05,2
23.27409,20.17734,18.56653,17.94703,17.57166,0.3196782,0
23.42187,24.7296,21.73979,20.35666,19.57991,0.6762615,0
20.11364,19.8132,19.77431,19.56201,19.46297,0.6977509,1
20.42541,19.38108,18.76123,18.44113,18.25685,0.173953,0
20.7942,19.02226,18.35408,18.11762,17.99538,-0.0003173201,2
23.0303,22.35789,21.70129,21.56705,21.9123,0.0004296947,2
24.11639,22.95491,22.58509,22.27245,22.10023,1.245075,1
20.14623,17.57334,16.45284,16.0358,15.84009,-6.298409e-05,2
18.76033,18.57496,18.71243,18.66807,18.67491,0.6412838,1
22.02232,21.74673,21.64784,21.13801,21.14525,0.6653687,1
26.68583,23.16195,22.87833,21.08437,19.95708,0.7799746,0
23.09656,23.41508,21.84914,20.7329,19.72966,0.9799305,0
24.37612,20.99989,19.40301,18.27658,17.66025,7.237987e-05,2
22.90664,21.13289,20.90067,20.85915,20.76379,-0.0005801225,2
22.04373,21.14408,21.04268,21.06621,20.80177,2.430095,1
19.26756,18.28127,17.9556,17.81455,17.8088,2.686233e-05,2
19.79807,18.79604,18.38908,18.20114,18.0859,-0.0002412918,2
19.45453,17.98985,17.32453,17.06125,16.91875,-2.350558e-05,2
22.49129,21.51036,21.3985,20.99523,20.72373,0.7240109,1
20.65292,19.74433,19.45047,19.42744,19.39063,3.177093,1
21.0584,20.8,20.48742,20.15118,20.30043,1.828505,1
16.95473,15.75319,15.52169,15.43726,15.41779,-0.001220564,2
20.94964,20.73502,20.39475,20.30453,20.17352,1.366977,1
26.795,21.43829,19.64213,18.61914,17.93526,0.4690093,0
25.3187,21.94024,20.77253,19.89395,19.41046,0.4732669,0
17.861,15.42824,14.36862,13.98328,13.77436,0.0001040207,2
26.57408,21.43278,19.60334,18.92777,18.2806,0.4136479,0
21.35913,20.65144,20.35495,20.0827,19.74933,0.6846218,1
21.80957,21.32325,20.74133,20.2609,19.95145,1.896917,1
21.60826,21.39116,21.06491,20.95605,21.2107,0.8958512,1
18.5784,17.24726,16.78912,16.62265,16.58176,-3.479188e-05,2
17.02562,15.90945,15.48387,15.30452,15.25111,-0.0003066007,2
18.05586,16.78244,16.27985,16.10892,16.04823,-0.0002120259,2
22.24148,20.26443,19.11213,18.59118,18.27058,-0.0001071549,2
18.68143,17.04555,16.19211,15.77825,15.42571,0.03570044,0
21.45447,21.36606,20.9838,20.75201,20.74144,1.512492,1
21.04987,18.51277,17.29815,16.7729,16.36093,0.1237454,0
20.10323,20.06756,19.9373,19.88598,19.82806,1.24362,1
21.84732,21.1964,20.96283,20.68994,20.48664,0.7089915,1
23.74869,20.54819,20.09202,20.21675,19.99361,3.10806,1
20.81226,20.29708,19.81521,19.56394,19.20926,2.058909,1
19.44394,19.27123,19.11036,18.82269,18.60837,0.4085753,1
19.00851,18.07214,17.72983,17.61707,17.63203,0.0001542978,2
20.26569,20.06361,20.05042,19.97845,19.86991,2.046062,1
23.55915,22.82925,21.81799,20.99715,20.73242,0.8433436,0
22.34399,22.49656,21.20478,20.03289,19.485,0.5299461,0
22.93665,21.203,20.48437,20.52276,20.64381,2.92003,1
21.48623,20.52515,20.22745,20.17235,20.17723,-0.000724105,2
20.52879,20.04807,19.8797,19.87415,19.65045,2.220299,1
21.98949,21.42637,21.42065,21.56905,21.56497,2.300082,1
22.22049,22.0709,21.23163,21.00901,20.83056,-0.0008099879,2
23.10163,21.51545,21.24485,21.39754,21.2323,3.060433,1
19.04211,17.74977,17.10716,16.73331,16.46636,0.09032713,0
23.98109,20.78339,19.10028,18.43579,18.03465,0.4516128,0
26.00505,22.92616,20.74003,19.79107,19.33575,0.4459598,0
19.72183,17.43876,16.44215,16.08704,15.80375,8.249276e-05,2
20.56163,20.37859,20.08664,20.04618,19.83097,0.9302979,1
22.53944,19.86864,18.38011,17.12834,16.46406,-3.308884e-05,2
23.37022,21.13686,19.59792,18.34891,17.6423,-0.0001746731,2
21.5844,21.15813,21.11641,20.75954,21.00206,0.6046085,1
21.46758,21.41939,20.95659,21.20133,21.14801,1.174197,1
23.55084,23.41842,21.76404,20.59855,19.77125,0.7835267,0
22.73177,21.7679,21.90503,21.76842,20.95576,2.488323,1
21.10561,20.41146,20.48737,20.49766,19.9885,2.487679,1
21.88219,21.57616,21.37575,21.51248,20.96028,-0.000429416,2
23.90526,22.1779,21.88083,21.8267,21.48191,1.198764,1
20.06322,19.98324,19.80403,19.5094,19.48817,1.922303,1
18.19953,16.82298,16.24945,16.03238,15.9182,9.469166e-05,2
25.58661,22.52648,21.89852,21.57039,21.49504,-0.001492443,2
22.04647,19.53303,18.1699,18.1116,16.31638,-1.252967e-05,2
22.36734,21.64617,20.28794,19.26316,18.77243,0.5402527,0
20.04926,19.22176,18.89873,18.78276,18.7642,0.0004184564,2
22.34094,21.9294,20.66808,19.75885,19.16192,0.6321252,0
25.39181,21.74154,21.00502,20.75919,20.80293,-0.0003838013,2
18.61697,17.32971,16.86326,16.69531,16.67491,-0.0001895919,2
18.39105,16.75952,16.1053,15.86701,15.75178,1.642648e-06,2
23.24221,20.90517,19.42438,18.88164,18.41634,0.3224508,1
17.62782,16.6043,16.29185,16.09313,15.95515,0.0313016,0
19.56263,18.62292,18.31267,18.23349,18.31154,0.0002459856,2
21.04054,21.04159,20.86652,20.57566,20.73089,1.45997,1
20.68891,20.3636,20.03204,19.99758,19.87667,1.023268,1
19.28761,18.00632,17.52813,17.35571,17.28717,-0.0003561567,2
18.06211,16.79227,16.33227,16.10318,16.11524,-7.909041e-05,2
22.58422,22.01503,21.69449,21.49234,21.31982,1.50352,1
23.93521,22.13658,22.45813,21.8571,21.58637,0.0,0
18.67703,18.2368,18.49581,18.74453,18.9214,-8.479332e-05,2
21.739,20.72874,20.31063,20.12752,19.84341,-2.861377e-05,2
23.16804,21.63918,21.38293,21.23252,21.21894,-0.0007424618,2
22.0351,19.66523,18.78803,18.47748,18.26119,-0.0001483982,2
20.35118,19.04437,18.51742,18.30138,18.20469,0.0001472223,2
22.89289,22.90664,20.82137,19.60836,19.09276,0.5854971,0
17.72532,15.83024,14.95042,14.50769,14.17542,0.0551129,0
19.77485,17.95764,17.44717,17.12153,16.94533,0.05064098,0
21.93122,21.28109,21.01526,20.58874,20.43098,0.7315333,1
19.14953,17.17783,16.37559,16.02194,15.80403,0.0001522376,2
17.19557,15.6744,14.88806,14.35296,13.95037,0.0427932,0
19.26236,18.36806,18.09038,17.96191,17.9335,-0.0004195881,2
17.41769,15.57033,14.91096,14.71645,14.62193,-0.0001034478,2
20.4982,18.86228,18.09017,17.71858,17.54178,-0.000525195,2
20.01463,19.94969,19.99311,19.5895,19.47068,2.099406,1
20.78722,20.34971,20.21776,19.96775,19.73437,0.6710994,1
22.25127,19.90179,18.75463,18.12922,18.09552,-5.31444e-05,2
19.64583,17.73354,16.77962,16.338,15.96871,0.09663366,0
21.71675,20.40491,19.2133,24.36187,18.54784,0.292587,0
23.99474,21.77333,20.68571,20.22289,20.1661,-0.00172427,2
19.97309,17.40727,16.48128,16.17966,16.02719,0.0002046298,2
25.27007,21.44944,21.38477,21.51024,21.26709,3.011431,1
21.0155,20.98134,21.03622,20.7364,20.97836,1.839781,1
21.65297,20.9683,20.81787,20.7018,20.52261,2.590797,1
20.23708,20.00112,19.76571,19.89839,19.73598,1.034363,1
23.72617,24.37592,21.5921,20.35263,20.06296,0.6635302,0
20.73788,20.88647,20.96696,20.64519,20.37274,1.737185,1
22.16733,20.95358,19.91456,19.39672,18.97202,0.4415772,0
20.96323,20.77418,20.65473,20.43097,20.16822,1.589097,1
20.92732,19.47046,18.82583,18.61417,18.5279,-0.0004031002,2
24.42263,22.89147,22.55502,22.10516,22.63221,1.430716,0
21.06156,18.75232,17.55448,17.03647,16.56252,0.107314,0
20.52554,19.19669,18.94377,18.67489,18.34148,2.688582,1
23.83756,23.63194,21.81523,20.53004,19.58034,5.421687e-05,2
24.01889,22.20681,20.55538,19.61034,19.238,0.531351,0
23.92797,21.59875,21.42105,21.40203,21.46511,3.163061,1
20.22009,20.37333,19.96177,19.88366,19.92368,1.231605,1
22.01129,21.06068,20.66549,20.58463,20.34285,-0.0002844914,2
20.85435,20.94865,20.62028,20.39177,20.25074,1.324256,1
21.47184,19.71716,19.05741,18.82131,18.59918,-0.0002075309,2
20.68115,18.00907,16.82949,16.3855,16.12497,4.680722e-05,2
19.89918,19.03286,18.74954,18.62684,18.60715,-0.0002605352,2
25.73332,22.03076,21.66958,21.42491,21.72806,0.8717754,1
20.81982,20.93238,20.36461,20.53825,20.57193,1.381383,1
18.87489,16.53459,15.56716,15.25809,15.09443,-5.166326e-05,2
22.13948,20.59877,18.87402,18.2931,17.88314,0.3340904,0
21.60736,21.91699,20.7125,19.26827,18.66472,-1.098513e-05,2
24.5345,23.05879,21.18218,20.11179,19.65457,0.5072497,0
21.7669,20.87566,19.06736,18.3559,18.02049,0.4268771,0
25.85102,22.27369,20.40528,19.57484,19.04997,0.5106397,0
19.57613,18.56606,18.24017,18.10308,18.01635,-0.0006165623,2
16.92442,15.53229,14.77196,14.56498,14.15867,0.04678162,0
23.78381,20.85047,19.08342,18.26922,17.85404,0.4267397,0
20.41502,18.09679,17.31293,16.89602,16.57493,0.09646672,0
21.87792,19.74129,18.20824,17.67141,17.12047,-0.0001695838,2
22.45186,21.16984,21.02625,20.88523,21.0722,-0.0005787247,2
21.72177,20.21519,19.69039,19.48115,19.42711,2.794837,1
21.13643,21.40549,21.06225,21.18591,21.46204,1.213709,1
20.34646,20.12498,19.89093,19.9594,19.98985,1.086634,1
24.74794,23.42929,21.50325,20.71102,20.49505,0.6402602,1
20.20485,18.08512,17.04135,16.48183,16.05522,0.120345,0
20.83335,19.12704,17.75648,17.19944,16.86008,0.204625,0
25.00495,22.81492,20.82678,19.90615,19.62208,0.3504594,0
21.16383,19.74109,19.02412,18.66799,18.50615,0.0001211878,2
17.92188,16.84712,16.3577,16.1387,16.04456,0.004204278,0
22.19185,19.62272,18.15846,17.54884,17.103,0.2261774,0
16.89916,15.75342,15.41821,15.30415,15.2818,-6.821869e-05,2
16.79734,15.53674,15.09986,14.96818,14.91844,-0.0001495057,2
18.02525,16.56419,15.94557,15.7041,15.58164,-0.0001308521,2
19.88596,17.8797,16.84626,16.42504,16.0699,0.127685,0
25.67479,21.75854,20.21581,19.30045,18.88886,0.4811711,0
24.62043,21.52085,19.63639,18.80306,18.42997,0.497343,0
16.95792,15.58199,15.02629,14.79044,14.70758,6.305278e-05,2
17.12893,15.86763,15.88474,15.97235,16.0028,-0.0001574381,2
22.60739,22.26751,21.67105,21.56005,21.19381,2.280017,1
19.80434,17.87811,16.82637,16.36652,16.02456,0.1163418,0
19.50258,17.71287,16.92363,16.62694,16.44693,0.0001822874,2
19.5208,17.00442,15.84475,15.40981,15.17619,-0.0001135768,2
23.53696,21.29782,19.84487,18.24835,17.35581,9.886623e-05,2
24.63465,21.86442,22.6952,21.21831,20.84846,-0.0003035869,2
18.80169,18.80333,18.85944,18.53729,18.40218,1.974724,1
21.01333,18.47752,17.35045,16.9297,16.87527,-0.0001129718,2
17.89517,18.07913,18.45178,18.71901,18.95483,0.0001575178,2
19.4467,18.46488,18.10538,17.95183,17.89313,-5.938604e-05,2
24.63466,22.71711,21.2995,19.96018,19.73911,-1.181808e-05,2
19.46917,17.9413,17.08539,16.65959,16.39457,-0.0003636302,2
18.91413,17.30289,16.675,16.46247,16.36062,-0.0001945473,2
18.83063,17.15183,16.26359,15.89703,15.6543,-0.0002854418,2
20.16447,20.08488,19.6908,19.79666,19.84122,1.300925,1
20.53898,19.89772,19.76019,19.74434,19.48177,2.289615,1
21.21553,19.73426,18.92574,18.64321,18.40648,-0.0006081443,2
22.93365,22.43819,20.61095,19.45343,18.89195,0.5587884,0
23.10327,22.40155,20.23859,19.32629,18.89264,0.4968201,0
20.69106,20.33258,20.18955,20.14379,19.82485,0.8427498,1
20.58041,18.75959,18.49309,18.43846,18.47644,3.129425,1
22.69213,19.81995,18.35293,17.76944,17.42451,0.2673173,0
21.00887,18.53105,17.48074,17.08662,16.87509,-7.723131e-05,2
22.74425,21.05265,20.98714,21.1728,21.50582,-0.000319334,2
24.63465,19.95147,19.08195,18.90626,19.62138,-0.0003250555,2
23.58316,22.36371,20.84035,19.74443,19.33531,0.5181834,0
22.77093,21.98657,20.48059,19.66967,19.10957,0.5107344,0
21.69531,21.79373,21.56302,21.61745,23.26144,1.406911,1
21.57199,18.79816,17.21057,16.23679,15.71151,1.139873e-05,2
25.8994,21.64631,19.876,19.006,18.47063,-0.0003140108,2
24.00044,22.14554,21.57306,20.9104,21.1937,1.397661,1
20.76956,18.27878,17.06946,16.66778,16.3802,0.0003274176,2
16.91537,15.93399,15.61869,15.51206,15.47409,0.0001603784,2
19.8713,18.28744,17.29896,16.84928,16.55481,0.1358849,0
16.89629,15.89206,15.52597,15.38904,15.34424,-0.0003431819,2
22.15142,20.74222,20.42102,20.292,20.60029,3.029028,1
20.47419,18.355,17.07256,16.5967,16.21898,0.1874899,0
18.87405,17.94069,17.69931,17.60129,17.55394,-0.0007510285,2
24.83445,23.04728,21.28788,20.05081,19.37506,-0.0002638149,2
18.33855,17.13996,16.66425,16.62206,16.3656,-7.84539e-05,2
19.05091,18.05866,17.65663,17.47254,17.43898,-0.0003011437,2
21.68146,20.42521,20.19294,20.05287,19.99674,0.0002163712,2
21.50575,21.70143,21.34797,21.17777,21.58151,1.380186,1
22.79027,21.44389,21.00516,20.85799,20.70703,2.406556,1
21.28513,20.80413,20.30283,20.25224,20.64141,1.113791,1
25.10019,23.3049,21.41175,20.37682,19.7232,0.7407334,0
19.16004,18.02404,17.61303,17.47234,17.40972,0.0002285477,2
22.79812,22.52144,21.71057,21.48061,21.03264,1.217175,1
20.37487,19.4395,18.97419,18.62733,18.44063,0.135404,0
22.48664,21.91013,20.17219,19.2474,18.72939,0.5231542,0
22.8864,22.20228,21.97988,21.98641,21.5705,0.2876233,1
20.91388,20.53803,20.48104,20.48134,20.90532,-1.071952e-05,2
19.14768,18.05448,17.63252,17.46865,17.38922,1.185655e-05,2
17.49846,17.53486,17.9467,18.23129,18.55321,-7.137586e-05,2
25.60056,21.39075,20.46427,20.16734,19.77234,-0.0007977131,2
19.09638,18.17963,18.09482,18.09555,18.1547,-0.0005598906,2
17.57493,16.13901,15.65967,15.48386,15.40992,-4.056541e-05,2
16.15728,15.0561,14.97925,14.9739,15.03234,-0.0001968284,2
21.46486,21.68871,21.32991,21.47708,21.66148,1.22743,1
24.37965,22.06175,20.31227,19.39161,18.81554,0.522902,0
22.37746,21.03996,19.98129,19.51157,18.99053,0.3558792,1
15.91785,14.77206,14.59327,14.57729,14.62769,-8.29163e-05,2
23.79168,20.9865,19.10061,18.41703,17.93008,0.4163265,0
21.56515,20.16644,19.86427,19.52935,19.09623,2.431855,1
21.04596,19.7974,19.37973,19.19766,19.04566,-0.0003342007,2
20.7926,20.96567,20.48487,20.26002,20.1484,1.378996,1
23.57254,21.02592,19.24547,18.55715,18.16676,0.3027233,0
23.92423,23.44995,21.94188,20.63977,19.91445,-4.273433e-05,2
19.19944,18.01112,17.59604,17.42427,17.36345,-0.0004701029,2
18.91155,17.98308,17.79381,17.72878,17.70939,0.000372172,2
21.38818,20.98837,20.94017,20.92393,20.64527,2.288554,1
22.66006,22.28445,22.133,22.00772,21.80901,2.024974,1
20.06584,19.4692,18.9836,18.82868,18.77773,-0.0004645419,2
23.68392,22.74458,22.31804,21.84605,22.37151,1.087873,0
21.80884,21.26886,21.07077,20.73729,20.60573,0.7472436,1
18.27189,18.30135,18.68435,18.95936,19.25997,1.917326e-05,2
23.1786,21.48409,21.16158,21.33057,21.08873,1.313948,1
17.39672,17.55932,17.42322,17.06587,16.8769,0.000261734,2
23.00894,21.00755,19.27819,18.61679,18.16093,0.4037067,0
19.07351,18.06474,17.69454,17.44458,17.32573,0.07996146,0
22.42945,20.4981,19.811,19.52229,19.36022,0.0002286545,2
20.53542,19.11417,18.22163,18.0137,17.382,0.3615344,1
17.89181,16.81542,16.33012,16.10614,15.97672,-0.001178954,2
22.07694,21.50583,21.26281,21.17597,20.60308,2.428995,1
18.62391,17.61731,17.31029,17.19754,17.20507,0.000159755,2
24.71694,23.24563,21.72867,20.5481,20.07187,-0.0004101187,2
18.38569,16.67986,16.08798,15.82433,15.66921,-0.0001443699,2
20.8912,18.74748,17.62689,17.09465,16.65773,0.1004131,0
23.64253,23.5133,21.63747,20.32061,19.64125,0.7939938,0
20.5297,18.78395,17.70768,17.22968,16.84744,0.1410742,0
25.10082,23.41917,21.70189,20.50958,19.98152,0.7502857,0
21.0294,20.07031,19.79876,19.66298,19.59406,0.0008810151,2
25.10263,22.19539,20.95084,19.8262,19.50829,0.5251562,0
21.59171,21.49023,20.92299,20.82248,20.82488,1.240268,1
21.63894,21.92101,21.13348,21.03821,21.46606,1.225216,1
19.56997,17.54825,16.74544,16.43493,16.25419,2.851682e-05,2
21.75444,20.29203,19.89612,19.83281,19.87633,-0.0004396599,2
20.0282,18.91945,18.92869,19.06041,19.12143,0.0006015539,2
17.61287,16.02831,15.46112,15.29423,15.2386,-1.40423e-05,2
21.6495,20.79733,20.55176,20.45855,20.16848,2.619451,1
21.4467,21.26605,21.22033,21.00576,21.29359,1.567621,1
20.59386,20.35441,20.27942,20.22388,20.08325,2.146516,1
22.36871,21.55152,21.00269,21.26109,21.45367,2.845803,1
20.18537,19.09566,18.65711,18.46926,18.38589,-0.0001482286,2
19.75594,18.40895,17.77713,17.3566,17.08979,0.06506988,0
19.36789,18.15746,17.68579,17.51926,17.42402,0.0001071267,2
23.7128,22.0598,20.45535,19.425,18.85014,0.493997,0
24.36129,22.77029,22.49284,21.79953,22.13908,0.8469782,0
18.51985,17.33414,16.88613,16.71997,16.62341,-4.260207e-05,2
19.02124,17.98779,17.60623,17.44224,17.3596,-0.0009083941,2
20.09099,18.60306,18.03093,17.84523,17.75137,-0.0002133662,2
21.25689,19.86097,19.71319,19.68136,19.73317,-0.0009871186,2
21.59509,18.72107,17.44422,16.97458,16.68644,-9.343336e-05,2
22.02303,21.75661,21.45689,21.52327,21.14626,1.223777,1
22.05497,21.43533,21.07613,21.05278,20.6372,1.367301,1
23.00296,21.13158,20.7149,20.62558,20.63335,-0.0004373655,2
23.86895,21.25679,19.89877,18.57027,17.89894,-0.0001602117,2
23.32245,22.52193,22.03679,22.00931,21.55927,1.030653,1
22.64369,22.313,22.30742,22.42294,21.94638,2.097301,1
21.00692,20.62085,20.51455,20.55199,20.35511,1.638284,1
20.14282,18.87339,18.34627,18.11041,18.02812,-0.0003587431,2
21.2381,20.22072,19.82267,19.69574,19.66669,-0.0005190193,2
20.24991,18.32779,17.18237,16.69301,16.30076,0.1451087,0
21.8659,21.76142,21.65216,21.42955,21.01972,1.949291,1
19.06846,18.15541,17.78709,17.64132,17.58788,0.0003264833,2
22.24437,22.16097,21.76422,21.82799,21.84109,1.075624,1
17.97205,16.69992,16.90857,17.07263,17.18229,-0.0006628871,2
22.87863,22.07817,20.58482,19.30379,18.89867,0.6242694,0
21.94281,19.28004,17.69509,16.05662,15.18152,-0.0001016317,2
17.74835,16.22742,15.66433,15.47022,15.37803,4.504564e-05,2
25.16089,21.56514,20.15813,18.84352,18.16468,-0.0002192442,2
24.88121,21.7816,20.26672,18.76398,17.97062,-0.0001584942,2
17.76282,15.745,14.91343,14.56489,14.36849,-0.0009334272,2
26.75531,22.84969,22.02559,20.90197,19.94034,1.166294,0
18.30932,16.82681,16.25134,16.06014,15.96617,-4.67635e-05,2
20.33188,19.60602,19.23676,24.3618,19.08685,-0.0003574363,2
18.67975,17.77309,17.51309,17.44534,17.39822,0.0003146572,2
21.12741,18.47954,17.51558,17.18562,16.99355,3.119241e-05,2
22.89631,21.3299,20.30405,20.01345,19.73726,0.0001239291,2
23.00543,21.91187,20.44187,19.67862,19.24832,0.50499,0
23.96791,22.65574,22.14846,21.49868,21.07316,0.8023365,0
22.43717,21.52795,21.5271,21.26901,21.45978,2.467204,1
22.60072,21.15429,20.72209,20.31702,19.88465,1.672565,1
18.54702,17.07463,16.57461,16.49214,16.34541,0.000140019,2
21.54969,21.22917,20.7756,20.85987,20.74411,1.093299,1
23.45664,23.30761,22.0278,20.67811,19.92286,4.421339e-05,2
